id,name,supertype,subtypes,hp,types,rarity,artist,attacks_count,attacks_damage,converted_retreat_cost,set_id,set_name,series,release_date,set_total
base3-34,Golbat,Pokémon,Stage 1,60,Grass,Uncommon,Kagemaru Himeno,2,30|20,,base3,Fossil,Base,1999/10/10,62
base3-35,Golduck,Pokémon,Stage 1,70,Water,Uncommon,Kagemaru Himeno,2,10|20,1.0,base3,Fossil,Base,1999/10/10,62
base3-36,Golem,Pokémon,Stage 2,80,Fighting,Uncommon,Kagemaru Himeno,2,60|100,4.0,base3,Fossil,Base,1999/10/10,62
base3-37,Graveler,Pokémon,Stage 1,60,Fighting,Uncommon,Kagemaru Himeno,2,|40,2.0,base3,Fossil,Base,1999/10/10,62
base3-38,Kingler,Pokémon,Stage 1,60,Water,Uncommon,Kagemaru Himeno,2,10×|40,3.0,base3,Fossil,Base,1999/10/10,62
base3-39,Magmar,Pokémon,Basic,70,Fire,Uncommon,Mitsuhiro Arita,2,10|20,1.0,base3,Fossil,Base,1999/10/10,62
base3-40,Omastar,Pokémon,Stage 2,70,Water,Uncommon,Ken Sugimori,2,20+|30×,1.0,base3,Fossil,Base,1999/10/10,62
base3-41,Sandslash,Pokémon,Stage 1,70,Fighting,Uncommon,Ken Sugimori,2,20|20×,1.0,base3,Fossil,Base,1999/10/10,62
base3-42,Seadra,Pokémon,Stage 1,60,Water,Uncommon,Ken Sugimori,2,20+|20,1.0,base3,Fossil,Base,1999/10/10,62
base3-43,Slowbro,Pokémon,Stage 1,60,Psychic,Uncommon,Kagemaru Himeno,1,20,1.0,base3,Fossil,Base,1999/10/10,62
base3-44,Tentacruel,Pokémon,Stage 1,60,Water,Uncommon,Kagemaru Himeno,2,|10,,base3,Fossil,Base,1999/10/10,62
base3-45,Weezing,Pokémon,Stage 1,60,Grass,Uncommon,Mitsuhiro Arita,2,20|60,1.0,base3,Fossil,Base,1999/10/10,62
base3-46,Ekans,Pokémon,Basic,40,Grass,Common,Kagemaru Himeno,2,|20,1.0,base3,Fossil,Base,1999/10/10,62
base3-47,Geodude,Pokémon,Basic,50,Fighting,Common,Kagemaru Himeno,1,10×,1.0,base3,Fossil,Base,1999/10/10,62
base3-48,Grimer,Pokémon,Basic,50,Grass,Common,Mitsuhiro Arita,2,10|,1.0,base3,Fossil,Base,1999/10/10,62
base3-49,Horsea,Pokémon,Basic,40,Water,Common,Mitsuhiro Arita,1,10,,base3,Fossil,Base,1999/10/10,62
base3-50,Kabuto,Pokémon,Stage 1,30,Fighting,Common,Ken Sugimori,1,10,1.0,base3,Fossil,Base,1999/10/10,62
base3-51,Krabby,Pokémon,Basic,50,Water,Common,Mitsuhiro Arita,2,|20,2.0,base3,Fossil,Base,1999/10/10,62
base3-52,Omanyte,Pokémon,Stage 1,40,Water,Common,Kagemaru Himeno,1,10+,1.0,base3,Fossil,Base,1999/10/10,62
base3-53,Psyduck,Pokémon,Basic,50,Water,Common,Kagemaru Himeno,2,|10×,1.0,base3,Fossil,Base,1999/10/10,62
base3-54,Shellder,Pokémon,Basic,30,Water,Common,Mitsuhiro Arita,2,|,1.0,base3,Fossil,Base,1999/10/10,62
base3-55,Slowpoke,Pokémon,Basic,50,Psychic,Common,Miki Tanaka,2,|,1.0,base3,Fossil,Base,1999/10/10,62
base3-56,Tentacool,Pokémon,Basic,30,Water,Common,Kagemaru Himeno,1,10,,base3,Fossil,Base,1999/10/10,62
base3-57,Zubat,Pokémon,Basic,40,Grass,Common,Kagemaru Himeno,2,|10,,base3,Fossil,Base,1999/10/10,62
base3-58,Mr. Fuji,Trainer,,,,Uncommon,Ken Sugimori,0,,,base3,Fossil,Base,1999/10/10,62
base3-59,Energy Search,Trainer,,,,Common,Keiji Kinebuchi,0,,,base3,Fossil,Base,1999/10/10,62
base3-60,Gambler,Trainer,,,,Common,Keiji Kinebuchi,0,,,base3,Fossil,Base,1999/10/10,62
base3-61,Recycle,Trainer,,,,Common,Keiji Kinebuchi,0,,,base3,Fossil,Base,1999/10/10,62
base3-62,Mysterious Fossil,Trainer,,10,,Common,Keiji Kinebuchi,0,,,base3,Fossil,Base,1999/10/10,62
base4-1,Alakazam,Pokémon,Stage 2,80,Psychic,Rare Holo,Ken Sugimori,1,30,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-2,Blastoise,Pokémon,Stage 2,100,Water,Rare Holo,Ken Sugimori,1,40+,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-3,Chansey,Pokémon,Basic,120,Colorless,Rare Holo,Ken Sugimori,2,|80,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-4,Charizard,Pokémon,Stage 2,120,Fire,Rare Holo,Mitsuhiro Arita,1,100,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-5,Clefable,Pokémon,Stage 1,70,Colorless,Rare Holo,Mitsuhiro Arita,2,|,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-6,Clefairy,Pokémon,Basic,40,Colorless,Rare Holo,Ken Sugimori,2,|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-7,Gyarados,Pokémon,Stage 1,100,Water,Rare Holo,Mitsuhiro Arita,2,50|40,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-8,Hitmonchan,Pokémon,Basic,70,Fighting,Rare Holo,Ken Sugimori,2,20|40,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-9,Magneton,Pokémon,Stage 1,60,Lightning,Rare Holo,Keiji Kinebuchi,2,30|80,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-10,Mewtwo,Pokémon,Basic,60,Psychic,Rare Holo,Ken Sugimori,2,10+|,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-11,Nidoking,Pokémon,Stage 2,90,Grass,Rare Holo,Ken Sugimori,2,30+|20,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-12,Nidoqueen,Pokémon,Stage 2,90,Grass,Rare Holo,Ken Sugimori,2,20+|50,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-13,Ninetales,Pokémon,Stage 1,80,Fire,Rare Holo,Ken Sugimori,2,|80,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-14,Pidgeot,Pokémon,Stage 2,80,Colorless,Rare Holo,Kagemaru Himeno,2,20|30,,base4,Base Set 2,Base,2000/02/24,130
base4-15,Poliwrath,Pokémon,Stage 2,90,Water,Rare Holo,Ken Sugimori,2,30+|40,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-16,Raichu,Pokémon,Stage 1,80,Lightning,Rare Holo,Ken Sugimori,2,20|60,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-17,Scyther,Pokémon,Basic,70,Grass,Rare Holo,Ken Sugimori,2,|30,,base4,Base Set 2,Base,2000/02/24,130
base4-18,Venusaur,Pokémon,Stage 2,100,Grass,Rare Holo,Mitsuhiro Arita,1,60,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-19,Wigglytuff,Pokémon,Stage 1,80,Colorless,Rare Holo,Mitsuhiro Arita,2,|10+,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-20,Zapdos,Pokémon,Basic,90,Lightning,Rare Holo,Ken Sugimori,2,60|100,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-21,Beedrill,Pokémon,Stage 2,80,Grass,Rare,Ken Sugimori,2,30×|40,,base4,Base Set 2,Base,2000/02/24,130
base4-22,Dragonair,Pokémon,Stage 1,80,Colorless,Rare,Mitsuhiro Arita,2,30×|20,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-23,Dugtrio,Pokémon,Stage 1,70,Fighting,Rare,Keiji Kinebuchi,2,40|70,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-24,Electabuzz,Pokémon,Basic,70,Lightning,Rare,Ken Sugimori,2,10|30+,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-25,Electrode,Pokémon,Stage 1,80,Lightning,Rare,Keiji Kinebuchi,1,50,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-26,Kangaskhan,Pokémon,Basic,90,Colorless,Rare,Mitsuhiro Arita,2,|20×,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-27,Mr. Mime,Pokémon,Basic,40,Psychic,Rare,Ken Sugimori,1,10+,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-28,Pidgeotto,Pokémon,Stage 1,60,Colorless,Rare,Ken Sugimori,2,20|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-29,Pinsir,Pokémon,Basic,60,Grass,Rare,Kagemaru Himeno,2,20|50,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-30,Snorlax,Pokémon,Basic,90,Colorless,Rare,Ken Sugimori,1,30,4.0,base4,Base Set 2,Base,2000/02/24,130
base4-31,Venomoth,Pokémon,Stage 1,70,Grass,Rare,Ken Sugimori,1,10,,base4,Base Set 2,Base,2000/02/24,130
base4-32,Victreebel,Pokémon,Stage 2,80,Grass,Rare,Ken Sugimori,2,|20,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-33,Arcanine,Pokémon,Stage 1,100,Fire,Uncommon,Ken Sugimori,2,50|80,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-34,Butterfree,Pokémon,Stage 2,70,Grass,Uncommon,Kagemaru Himeno,2,20|40,,base4,Base Set 2,Base,2000/02/24,130
base4-35,Charmeleon,Pokémon,Stage 1,80,Fire,Uncommon,Mitsuhiro Arita,2,30|50,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-36,Dewgong,Pokémon,Stage 1,80,Water,Uncommon,Mitsuhiro Arita,2,50|30,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-37,Dodrio,Pokémon,Stage 1,70,Colorless,Uncommon,Mitsuhiro Arita,1,10+,,base4,Base Set 2,Base,2000/02/24,130
base4-38,Dratini,Pokémon,Basic,40,Colorless,Uncommon,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-39,Exeggutor,Pokémon,Stage 1,80,Grass,Uncommon,Kagemaru Himeno,2,|20×,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-40,Farfetch'd,Pokémon,Basic,50,Colorless,Uncommon,Ken Sugimori,2,30|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-41,Fearow,Pokémon,Stage 1,70,Colorless,Uncommon,Mitsuhiro Arita,2,20|40,,base4,Base Set 2,Base,2000/02/24,130
base4-42,Growlithe,Pokémon,Basic,60,Fire,Uncommon,Ken Sugimori,1,20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-43,Haunter,Pokémon,Stage 1,60,Psychic,Uncommon,Keiji Kinebuchi,2,|50,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-44,Ivysaur,Pokémon,Stage 1,60,Grass,Uncommon,Ken Sugimori,2,30|20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-45,Jynx,Pokémon,Basic,70,Psychic,Uncommon,Ken Sugimori,2,10×|20+,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-46,Kadabra,Pokémon,Stage 1,60,Psychic,Uncommon,Ken Sugimori,2,|50,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-47,Kakuna,Pokémon,Stage 1,80,Grass,Uncommon,Keiji Kinebuchi,2,|20,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-48,Lickitung,Pokémon,Basic,90,Colorless,Uncommon,Mitsuhiro Arita,2,10|,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-49,Machoke,Pokémon,Stage 1,80,Fighting,Uncommon,Ken Sugimori,2,50-|60,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-50,Magikarp,Pokémon,Basic,30,Water,Uncommon,Mitsuhiro Arita,2,10|10×,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-51,Magmar,Pokémon,Basic,50,Fire,Uncommon,Ken Sugimori,2,30|50,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-52,Marowak,Pokémon,Stage 1,60,Fighting,Uncommon,Mitsuhiro Arita,2,30×|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-53,Nidorina,Pokémon,Stage 1,70,Grass,Uncommon,Ken Sugimori,2,|30×,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-54,Nidorino,Pokémon,Stage 1,60,Grass,Uncommon,Mitsuhiro Arita,2,30×|50,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-55,Parasect,Pokémon,Stage 1,60,Grass,Uncommon,Ken Sugimori,2,|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-56,Persian,Pokémon,Stage 1,70,Colorless,Uncommon,Kagemaru Himeno,2,20|30,,base4,Base Set 2,Base,2000/02/24,130
base4-57,Poliwhirl,Pokémon,Stage 1,60,Water,Uncommon,Ken Sugimori,2,|30×,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-58,Raticate,Pokémon,Stage 1,60,Colorless,Uncommon,Ken Sugimori,2,20|?,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-59,Rhydon,Pokémon,Stage 1,100,Fighting,Uncommon,Kagemaru Himeno,2,30|50,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-60,Seaking,Pokémon,Stage 1,70,Water,Uncommon,Kagemaru Himeno,2,10|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-61,Seel,Pokémon,Basic,60,Water,Uncommon,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-62,Tauros,Pokémon,Basic,60,Colorless,Uncommon,Kagemaru Himeno,2,20+|20+,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-63,Wartortle,Pokémon,Stage 1,70,Water,Uncommon,Ken Sugimori,2,|40,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-64,Weepinbell,Pokémon,Stage 1,70,Grass,Uncommon,Kagemaru Himeno,2,10|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-65,Abra,Pokémon,Basic,30,Psychic,Common,Mitsuhiro Arita,1,10,,base4,Base Set 2,Base,2000/02/24,130
base4-66,Bellsprout,Pokémon,Basic,40,Grass,Common,Kagemaru Himeno,2,10|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-67,Bulbasaur,Pokémon,Basic,40,Grass,Common,Mitsuhiro Arita,1,20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-68,Caterpie,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-69,Charmander,Pokémon,Basic,50,Fire,Common,Mitsuhiro Arita,2,10|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-70,Cubone,Pokémon,Basic,40,Fighting,Common,Mitsuhiro Arita,2,|10+,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-71,Diglett,Pokémon,Basic,30,Fighting,Common,Keiji Kinebuchi,2,10|30,,base4,Base Set 2,Base,2000/02/24,130
base4-72,Doduo,Pokémon,Basic,50,Colorless,Common,Mitsuhiro Arita,1,10×,,base4,Base Set 2,Base,2000/02/24,130
base4-73,Drowzee,Pokémon,Basic,50,Psychic,Common,Ken Sugimori,2,10|10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-74,Exeggcute,Pokémon,Basic,50,Grass,Common,Mitsuhiro Arita,2,|20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-75,Gastly,Pokémon,Basic,30,Psychic,Common,Keiji Kinebuchi,2,|,,base4,Base Set 2,Base,2000/02/24,130
base4-76,Goldeen,Pokémon,Basic,40,Water,Common,Kagemaru Himeno,1,10,,base4,Base Set 2,Base,2000/02/24,130
base4-77,Jigglypuff,Pokémon,Basic,60,Colorless,Common,Kagemaru Himeno,2,|20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-78,Machop,Pokémon,Basic,50,Fighting,Common,Mitsuhiro Arita,1,20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-79,Magnemite,Pokémon,Basic,40,Lightning,Common,Keiji Kinebuchi,2,10|40,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-80,Meowth,Pokémon,Basic,50,Colorless,Common,Mitsuhiro Arita,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-81,Metapod,Pokémon,Stage 1,70,Grass,Common,Ken Sugimori,2,|20,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-82,Nidoran ♀,Pokémon,Basic,60,Grass,Common,Ken Sugimori,2,10×|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-83,Nidoran ♂,Pokémon,Basic,40,Grass,Common,Ken Sugimori,1,30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-84,Onix,Pokémon,Basic,90,Fighting,Common,Ken Sugimori,2,10|,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-85,Paras,Pokémon,Basic,40,Grass,Common,Ken Sugimori,2,20|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-86,Pidgey,Pokémon,Basic,40,Colorless,Common,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-87,Pikachu,Pokémon,Basic,40,Lightning,Common,Mitsuhiro Arita,2,10|30,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-88,Poliwag,Pokémon,Basic,40,Water,Common,Ken Sugimori,1,10+,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-89,Rattata,Pokémon,Basic,30,Colorless,Common,Mitsuhiro Arita,1,20,,base4,Base Set 2,Base,2000/02/24,130
base4-90,Rhyhorn,Pokémon,Basic,70,Fighting,Common,Mitsuhiro Arita,2,|30,3.0,base4,Base Set 2,Base,2000/02/24,130
base4-91,Sandshrew,Pokémon,Basic,40,Fighting,Common,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-92,Spearow,Pokémon,Basic,50,Colorless,Common,Mitsuhiro Arita,2,10|,,base4,Base Set 2,Base,2000/02/24,130
base4-93,Squirtle,Pokémon,Basic,40,Water,Common,Mitsuhiro Arita,2,10|,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-94,Starmie,Pokémon,Stage 1,60,Water,Common,Keiji Kinebuchi,2,|20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-95,Staryu,Pokémon,Basic,40,Water,Common,Keiji Kinebuchi,1,20,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-96,Tangela,Pokémon,Basic,50,Grass,Common,Mitsuhiro Arita,2,20|20,2.0,base4,Base Set 2,Base,2000/02/24,130
base4-97,Venonat,Pokémon,Basic,40,Grass,Common,Mitsuhiro Arita,2,10|10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-98,Voltorb,Pokémon,Basic,40,Lightning,Common,Keiji Kinebuchi,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-99,Vulpix,Pokémon,Basic,50,Fire,Common,Ken Sugimori,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-100,Weedle,Pokémon,Basic,40,Grass,Common,Mitsuhiro Arita,1,10,1.0,base4,Base Set 2,Base,2000/02/24,130
base4-101,Computer Search,Trainer,,,,Rare,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-102,Imposter Professor Oak,Trainer,,,,Rare,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-103,Item Finder,Trainer,,,,Rare,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-104,Lass,Trainer,,,,Rare,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-105,Pokémon Breeder,Trainer,,,,Rare,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-106,Pokémon Trader,Trainer,,,,Rare,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-107,Scoop Up,Trainer,,,,Rare,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-108,Super Energy Removal,Trainer,,,,Rare,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-109,Defender,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-110,Energy Retrieval,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-111,Full Heal,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-112,Maintenance,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-113,PlusPower,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-114,Pokémon Center,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-115,Pokédex,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-116,Professor Oak,Trainer,,,,Uncommon,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-117,Super Potion,Trainer,,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-118,Bill,Trainer,,,,Common,Ken Sugimori,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-119,Energy Removal,Trainer,,,,Common,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-120,Gust of Wind,Trainer,,,,Common,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-121,Poké Ball,Trainer,,,,Common,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-122,Potion,Trainer,,,,Common,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-123,Switch,Trainer,,,,Common,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-124,Double Colorless Energy,Energy,Special,,,Uncommon,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-125,Fighting Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-126,Fire Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-127,Grass Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-128,Lightning Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-129,Psychic Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base4-130,Water Energy,Energy,Basic,,,,Keiji Kinebuchi,0,,,base4,Base Set 2,Base,2000/02/24,130
base5-1,Dark Alakazam,Pokémon,Stage 2,60,Psychic,Rare Holo,Ken Sugimori,2,30|40,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-2,Dark Arbok,Pokémon,Stage 1,60,Grass,Rare Holo,Mitsuhiro Arita,2,|10,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-3,Dark Blastoise,Pokémon,Stage 2,70,Water,Rare Holo,Mitsuhiro Arita,2,30+|40,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-4,Dark Charizard,Pokémon,Stage 2,80,Fire,Rare Holo,Ken Sugimori,2,10|50×,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-5,Dark Dragonite,Pokémon,Stage 2,70,Colorless,Rare Holo,Mitsuhiro Arita,1,70,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-6,Dark Dugtrio,Pokémon,Stage 1,50,Fighting,Rare Holo,Kagemaru Himeno,1,20+,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-7,Dark Golbat,Pokémon,Stage 1,50,Grass,Rare Holo,Mitsuhiro Arita,1,,,base5,Team Rocket,Base,2000/04/24,83
base5-8,Dark Gyarados,Pokémon,Stage 1,70,Water,Rare Holo,Kagemaru Himeno,1,30,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-9,Dark Hypno,Pokémon,Stage 1,60,Psychic,Rare Holo,Kagemaru Himeno,2,20|20×,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-10,Dark Machamp,Pokémon,Stage 2,70,Fighting,Rare Holo,Mitsuhiro Arita,2,30|,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-11,Dark Magneton,Pokémon,Stage 1,60,Lightning,Rare Holo,Miki Tanaka,2,20|30,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-12,Dark Slowbro,Pokémon,Stage 1,60,Psychic,Rare Holo,Mitsuhiro Arita,1,40,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-13,Dark Vileplume,Pokémon,Stage 2,60,Grass,Rare Holo,Kagemaru Himeno,1,30×,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-14,Dark Weezing,Pokémon,Stage 1,60,Grass,Rare Holo,Shin-ichi Yoshida,2,20×|20,1.0,base5,Team Rocket,Base,2000/04/24,83
base5-15,Here Comes Team Rocket!,Trainer,,,,Rare Holo,Ken Sugimori,0,,,base5,Team Rocket,Base,2000/04/24,83
base5-16,Rocket's Sneak Attack,Trainer,,,,Rare Holo,Ken Sugimori,0,,,base5,Team Rocket,Base,2000/04/24,83
base5-17,Rainbow Energy,Energy,Special,,,Rare Holo,Takumi Akabane,0,,,base5,Team Rocket,Base,2000/04/24,83
base5-18,Dark Alakazam,Pokémon,Stage 2,60,Psychic,Rare,Ken Sugimori,2,30|40,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-19,Dark Arbok,Pokémon,Stage 1,60,Grass,Rare,Mitsuhiro Arita,2,|10,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-20,Dark Blastoise,Pokémon,Stage 2,70,Water,Rare,Mitsuhiro Arita,2,30+|40,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-21,Dark Charizard,Pokémon,Stage 2,80,Fire,Rare,Ken Sugimori,2,10|50×,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-22,Dark Dragonite,Pokémon,Stage 2,70,Colorless,Rare,Mitsuhiro Arita,1,70,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-23,Dark Dugtrio,Pokémon,Stage 1,50,Fighting,Rare,Kagemaru Himeno,1,20+,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-24,Dark Golbat,Pokémon,Stage 1,50,Grass,Rare,Mitsuhiro Arita,1,,,base5,Team Rocket,Base,2000/04/24,83
base5-25,Dark Gyarados,Pokémon,Stage 1,70,Water,Rare,Kagemaru Himeno,1,30,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-26,Dark Hypno,Pokémon,Stage 1,60,Psychic,Rare,Kagemaru Himeno,2,20|20×,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-27,Dark Machamp,Pokémon,Stage 2,70,Fighting,Rare,Mitsuhiro Arita,2,30|,3.0,base5,Team Rocket,Base,2000/04/24,83
base5-28,Dark Magneton,Pokémon,Stage 1,60,Lightning,Rare,Miki Tanaka,2,20|30,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-29,Dark Slowbro,Pokémon,Stage 1,60,Psychic,Rare,Mitsuhiro Arita,1,40,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-30,Dark Vileplume,Pokémon,Stage 2,60,Grass,Rare,Kagemaru Himeno,1,30×,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-31,Dark Weezing,Pokémon,Stage 1,60,Grass,Rare,Shin-ichi Yoshida,2,20×|20,1.0,base5,Team Rocket,Base,2000/04/24,83
base5-32,Dark Charmeleon,Pokémon,Stage 1,50,Fire,Uncommon,Kagemaru Himeno,2,20|70,2.0,base5,Team Rocket,Base,2000/04/24,83
base5-33,Dark Dragonair,Pokémon,Stage 1,60,Colorless,Uncommon,Kagemaru Himeno,1,20+,2.0,base5,Team Rocket,Base,2000/04/24,83
